;;MTRL-0421;;;;;;;;
20/04/2021 14:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:09;00:00:14;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:04;00:00:46;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:09;00:00:06;00:00:15;0,1;Terminado por 02619988527689;
20/04/2021 15:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:06;00:00:19;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:10;00:00:31;00:00:41;0,52;Terminado por 02619989083050;
20/04/2021 15:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:24;00:00:23;00:00:47;0,38;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:24;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:10;00:00:28;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61939E+11;Atendida;00:00:15;00:01:47;00:02:02;1,78;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:00:33;00:00:47;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:31;00:00:52;0,52;Terminado por 02619994214783;
20/04/2021 15:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:11;00:00:50;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:10;00:00:36;00:00:46;0,6;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:02;00:00:42;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:28;00:00:12;00:00:40;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:43;00:00:02;00:00:45;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:14;00:00:23;00:00:37;0,38;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:26;00:00:37;00:01:03;0,62;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:19;00:00:02;00:00:21;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:13;00:00:11;00:00:24;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:04;00:00:45;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:19;00:00:33;00:00:52;0,55;Terminado por 02619982660164;
20/04/2021 15:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:15;00:00:31;00:00:46;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:19;00:01:00;0,32;Terminado por 02619992298144;
20/04/2021 15:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:11;00:00:16;0,18;Terminado por 02619993185992;
20/04/2021 15:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:12;00:00:01;00:00:13;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:03;00:00:43;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:00:32;00:00:46;0,53;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:47;00:00:01;00:00:48;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:08;00:00:13;0,13;Terminado por 02619993015146;
20/04/2021 15:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:25;00:00:04;00:00:29;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:28;00:00:43;0,47;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 15:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:07;00:00:18;0,12;Terminado por 02619987331256;
20/04/2021 16:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:24;00:00:37;0,4;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 16:01;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:21;00:00:36;0,35;Terminado por 02619991833666;
20/04/2021 16:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:24;00:00:01;00:00:25;0,02;Terminado por 02619996502519;
20/04/2021 16:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:03;00:00:21;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 16:04;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:16;00:00:29;00:00:45;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 16:08;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:15;00:00:28;00:00:43;0,47;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 16:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:20;00:00:13;00:00:33;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 16:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:27;00:00:46;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
20/04/2021 16:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:19;00:00:09;00:00:28;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
21/04/2021 11:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61939E+11;Atendida;00:00:28;00:00:19;00:00:47;0,32;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 08:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:20;00:00:05;00:00:25;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 08:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:23;00:00:32;00:00:55;0,53;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 08:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:23;00:00:24;00:00:47;0,4;Terminado por 02619991655321;
22/04/2021 09:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:10;00:00:06;00:00:16;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:01;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:12;00:00:09;00:00:21;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:34;00:00:11;00:00:45;0,18;Terminado por 02619997407034;
22/04/2021 09:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:12;00:00:23;0,2;Terminado por 02619991622400;
22/04/2021 09:06;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:11;00:00:52;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:10;00:00:26;00:00:36;0,43;Terminado por 02619987127836;
22/04/2021 09:13;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:43;00:00:06;00:00:49;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:14;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61939E+11;Atendida;00:00:29;00:00:31;00:01:00;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:14;00:00:38;00:00:52;0,63;Terminado por 02619983574988;
22/04/2021 09:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:12;00:00:24;00:00:36;0,4;Terminado por 02619982480579;
22/04/2021 09:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:17;00:00:25;00:00:42;0,42;Terminado por 02619997211505;
22/04/2021 09:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:50;00:01:09;0,83;Terminado por 02619993213517;
22/04/2021 09:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:05;00:00:46;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:24;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:05;00:00:17;00:00:22;0,28;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:24;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:27;00:00:38;0,45;Terminado por 02619989652612;
22/04/2021 09:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:11;00:00:23;00:00:34;0,38;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:12;00:00:52;0,2;Terminado por 02619992194342;
22/04/2021 09:47;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:06;00:00:47;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:14;00:00:30;00:00:44;0,5;Terminado por 02619981344961;
22/04/2021 09:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:03;00:00:44;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:09;00:00:25;00:00:34;0,42;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:19;00:00:37;00:00:56;0,62;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:54;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:24;00:00:34;00:00:58;0,57;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 09:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:21;00:00:37;0,35;Terminado por 02619989432001;
22/04/2021 10:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:45;00:00:09;00:00:54;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:04;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:27;00:00:42;0,45;Terminado por 02619993841162;
22/04/2021 10:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:24;00:00:29;00:00:53;0,48;Terminado por 02619999771673;
22/04/2021 10:06;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:29;00:00:03;00:00:32;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:09;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:24;00:00:35;00:00:59;0,58;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:15;00:00:25;00:00:40;0,42;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:13;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:14;00:00:54;0,23;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:14;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:10;00:00:13;00:00:23;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:45;00:00:03;00:00:48;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:05;00:00:13;00:00:18;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:09;00:00:49;00:00:58;0,82;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:07;00:00:47;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:45;00:00:07;00:00:52;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:11;00:00:52;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:43;00:00:21;00:01:04;0,35;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:47;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:14;00:00:14;00:00:28;0,23;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:47;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:44;00:00:16;00:01:00;0,27;Terminado por 02619989691520;
22/04/2021 10:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:15;00:00:57;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:09;00:00:04;00:00:13;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:15;00:00:56;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:21;00:00:07;00:00:28;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 10:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:05;00:00:46;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 11:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61938E+11;Atendida;00:00:17;00:00:59;00:01:16;0,98;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:12;00:00:25;00:00:37;0,42;Terminado por 02619995367050;
22/04/2021 13:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:23;00:00:13;00:00:36;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:29;00:00:16;00:00:45;0,27;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:21;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:17;00:00:32;00:00:49;0,53;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:12;00:00:53;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:20;00:00:31;00:00:51;0,52;Terminado por 02619982933097;
22/04/2021 13:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:04;00:00:43;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:19;00:00:58;0,32;Terminado por 02619993648851;
22/04/2021 13:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:33;00:00:36;00:01:09;0,6;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:39;00:00:09;00:00:48;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:19;00:00:24;0,32;Terminado por 02619993580899;
22/04/2021 13:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:28;00:00:40;0,47;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:42;00:00:07;00:00:49;0,12;Terminado por 02619993731800;
22/04/2021 13:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:07;00:00:28;00:00:35;0,47;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:07;00:00:31;00:00:38;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:07;00:00:02;00:00:09;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:12;00:00:29;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:03;00:00:18;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:47;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:10;00:00:02;00:00:12;0,03;Terminado por 02619995810081;
22/04/2021 13:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:23;00:00:24;00:00:47;0,4;Terminado por 02619992009369;
22/04/2021 13:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:07;00:00:28;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:15;00:00:24;00:00:39;0,4;Terminado por 02619996287068;
22/04/2021 13:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:46;00:00:41;00:01:27;0,68;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 13:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:25;00:00:18;00:00:43;0,3;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 14:01;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:43;00:00:21;00:01:04;0,35;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 14:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:01:20;00:00:24;00:01:44;0,4;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 14:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:24;00:00:45;00:01:09;0,75;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 14:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:23;00:00:15;00:00:38;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 14:26;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:09;00:00:17;00:00:26;0,28;Terminado por 02619992833747;
22/04/2021 14:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:37;00:00:12;00:00:49;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 14:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:13;00:00:52;0,22;Terminado por 02619993105992;
22/04/2021 14:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:44;00:00:13;00:00:57;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 14:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:22;00:00:34;0,37;Terminado por 02619989089679;
22/04/2021 14:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:12;00:00:53;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 14:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:34;00:00:45;00:01:19;0,75;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
22/04/2021 14:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:03;00:00:43;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
